Offer ID,Name,Preview URL,Payout Type,Payout Amount,Payout Percentage,Click to Run
9395,Nitric Drive - US - (Proof Needed),https://nitricdrive.com/v/dlandvsl.php,CPA,$187.50,0%,Run Now
9394,Montezuma Secret - US - (Proof Needed),https://5hardeningfruits.com/v/dlandvsl.php,CPA,$225.00,0%,Run Now
9393,Keurig - US,https://www.keurig.com/,CPS,$0.00,80%,Run Now
9392,After Services - US,https://www.after.com/,CPS,$0.00,80%,Run Now
9391,Output - US,https://output.com/blog/arcade-referral-program,CPS,$0.00,80%,Run Now
9390,Castle - US,https://www.getcastle.com/pricing,CPS,$0.00,80%,Run Now
9389,Proper Insurance - US,https://proper.insure/,CPA,$37.50,0%,Run Now
9388,Chaiz - US,https://www.chaiz.com/,CPA,$187.50,0%,Run Now
9387,Super Savings Online (Seniors Listicle)  - US,https://super-savings-online.com/19500469.php?,CPS,$0.00,80%,Run Now
9386,Make Money  V2 - US,https://secure.money.com/lp/ways-to-make-money/lp/make-money-abm-email?,CPS,$0.00,80%,Run Now
9385,Make Money - US,https://secure.money.com/lp/ways-to-make-money/lp/flex-marketing-make-money?,CPS,$0.00,80%,Run Now
9373,Rewards Shein $750 Shopping - US,https://www.uplevelrewards.com/?Flow=656AE1C3-D3CE-3C2C-D9AE-1CBE7395FA7DE8814900&isPrePop=true&RBC=1&lp=flashpollshopping&reward=sheinpoll750,CPS,$0.00,80%,Run Now
9372,Rewards Product Reviewer Amazon $750 - US,https://www.uplevelrewards.com/?Flow=656AE1C3-D3CE-3C2C-D9AE-1CBE7395FA7DE8814900&isPrePop=true&lp=reviewerbonus750&reward=amazon750rvwrbnsboxes,CPS,$0.00,80%,Run Now
9371,RewardSpark - Target Holiday $1000 - US,https://rewardspark.co/rewards-target-holiday-1000,CPA,$0.90,0%,Run Now
9370,RewardSpark - Amazon Black Friday $1000 - US,https://rewardspark.co/rewards-amazon-black-friday-1000,CPA,$1.13,0%,Run Now
9369,DLZO - $500 Capital One Gold - US,https://dlzoffers.com/,CPA,$1.88,0%,Run Now
9368,Level Rewards Sam's Club - $750 Shopping - US,https://www.uplevelrewards.com/?Flow=656AE1C3-D3CE-3C2C-D9AE-1CBE7395FA7DE8814900&isPrePop=true&RBC=1&lp=flashpollshopping&reward=samsclub750pollus,CPA,$1.50,0%,Run Now
9367,KingOpinion - US,https://www.kingopinion.com/en/landing/1?,CPA,$0.90,0%,Run Now
9365,Everyday Winner - $25 Dunkin' eGift Card - US,https://www.everydaywinner.com/?override=51,CPA,$0.90,0%,Run Now
9364,Surveoo - US,https://www.surveoo.com/en/,CPA,$0.83,0%,Run Now
9363,$750 Shein Gift Card - US,https://www5.buzzworthyoffers.com/?,CPA,$1.88,0%,Run Now
9362,$500 Mastercard Black - US,https://consumerdigitalsurvey.com/?,CPA,$1.88,0%,Run Now
9361,$250 Paypal Gift Card - US,https://buzz-worthy-offers.com/?,CPA,$1.88,0%,Run Now
9360,$500 eBay GC - US,https://consumerdigitalsurvey.com/?,CPA,$1.88,0%,Run Now
9357,Your Home Connection - US - (Proof Needed),https://gyazo.com/47494d41f7c86297a20eb6e3b0a17c10,CPS,$0.00,80%,Run Now
9356,Zippy Loans - US - (Proof Needed),https://gyazo.com/8e80885891be709d587d20e4b9c46b9e,CPA,$11.25,0%,Run Now
9354,ChristmasLoans.us - US,https://christmasloans.us/?,CPS,$0.00,80%,Run Now
9352,Albert: Budgeting and Banking - US - (Android),https://play.google.com/store/apps/details?id=com.meetalbert,CPA,$0.77,0%,Run Now
9351,Albert: Budgeting and Banking - US - (iOS),https://apps.apple.com/us/app/albert-budgeting-and-banking/id1057771088,CPA,$0.77,0%,Run Now
9350,Fanduel - US - (iOS),https://apps.apple.com/us/app/fanduel-sportsbook-casino/id1413721906,CPA,$33.00,0%,Run Now
9348,SweepstakesBucks Win $1000 - US,https://www.sweepstakesbucks.com/international,CPA,$1.00,0%,Run Now
9347,JobAvail Application - US,https://www.jobavail.com/international,CPA,$0.90,0%,Run Now
9346,HelloSavings Coupons - US,https://path.hellosavings.co/international,CPA,$0.90,0%,Run Now
9345,USOpinionPoll Surveys - US,https://www.usopinionpoll.com/international,CPA,$0.81,0%,Run Now
9344,SweepstakesBucks Win $5000 - US,https://www.sweepstakesbucks.com/international,CPA,$1.00,0%,Run Now
9343,SweepstakesBucks Win $25 000 - US,https://www.sweepstakesbucks.com/international,CPA,$1.00,0%,Run Now
9342,Fubo TV - Free Trial - US,https://gyazo.com/938930d8979ed97c2e43ffad27fd00fe,CPA,$2.10,0%,Run Now
9341,18+ Only (3G/Wifi) - All Countries,https://gyazo.com/81afd5abc77a723a1c8a2bb18850203b,CPA,$0.53,0%,Run Now
9340,Mainstream Games (Telkomsel/Wifi) - ID,https://gyazo.com/02f879af8e127f9378417e9406edc59b,CPA,$0.08,0%,Run Now
9336,Car Insurance 4 Less - US,https://carinsurance4less.co/rate-qs/?,CPS,$0.00,80%,Run Now
9333,Zacks Investment Research - US,https://www.zacks.com/registration/order.php?add=2352,CPA,$60.00,0%,Run Now
9332,"YourHomesConnection.com - CA,US - (Proof Needed)",https://yourhomesconnection.com/,CPS,$0.00,80%,Run Now
9330,AllCreditFunds - US,https://www.allcreditfunds.com/?,CPS,$0.00,80%,Run Now
9328,SoFi Credit Score Monitoring - US,https://www.sofi.com/financial-insights/credit-score-monitoring-offer-affiliates/,CPA,$3.19,0%,Run Now
9327,Alt Lending - US,https://altlendingllc.com/,CPA,$225.00,0%,Run Now
9326,Rewardzinga - US,https://7.getngoodsdirect.com/journey?,CPA,$0.68,0%,Run Now
9322,Cabinet Remodel Pros - US - Zip Targeted - (Proof Needed),https://www.cabinetremodelpros.com/,CPA,$30.00,0%,Run Now
9321,KikOff Credit Builder - US - (Proof Needed),https://kikoff.com/?,CPA,$16.50,0%,Run Now
9320,Get Funds Quickly - US,https://www.getfundsquickly.com/?,CPS,$0.00,80%,Run Now
9319,My Resource Helper - US,https://www.myresourcehelper.com/get-resources-now,CPA,$1.80,0%,Run Now
9317,ClassPass Free Trial - US,https://classpass.com/,CPA,$1.88,0%,Run Now
9314,AmericanFastCash - US,https://www.americanfastcash.com/?,CPS,$0.00,80%,Run Now
9309,Titanium Cutting Board - KatuChef - CTC $59.00 - All Coutries,https://trykatuchef.com/pp/en/,CPA,$48.75,0%,Run Now
9308,Dash Cam - DashOne Pro - CTC $69.99 - All Coutries,https://takedashonepro.com/,CPA,$56.25,0%,Run Now
9307,Driving Glasses - PolorVision - CTC $59.99 - All Coutries,https://get-polorvision.com/pp/en-cl/,CPA,$52.50,0%,Run Now
9306,Air Purifier - Clairu - CTC $39.95 - All Coutries,https://get-clairu.com/,CPA,$37.50,0%,Run Now
9305,Heater - WellHeater - CTC $49.99 - All Coutries,https://get-wellheater.com/pp/au-1/,CPA,$52.50,0%,Run Now
9304,Anti-Bark Collar - NooBark - CTC $59.99 - All Coutries,https://get-noobark.com/pp/en/,CPA,$45.00,0%,Run Now
9303,GPS Air Tag - iTagPro - CTC $41.99 - All Coutries,https://get-itagpro.com/pp/gps-tracker-us/,CPA,$45.00,0%,Run Now
9302,Mini Wifi Camera - VistaFocus - CTC $39.99 - All Coutries,https://get-vistafocus.com/pp/en/,CPA,$45.00,0%,Run Now
9301,Smart TV USB Stick - Flixy - CTC $73.99 - All Coutries,https://get-flixy.com/pp/en/,CPA,$48.75,0%,Run Now
9300,Anti Snoring Mouthpiece - SleepZee - CTC $59.95 (17) - All Coutries,https://get-sleepzee.com/,CPA,$41.25,0%,Run Now
9299,Free Cash - US,https://freecash.com/,CPA,$1.50,0%,Run Now
9295,TopTopServices - Solar - US,https://toptopservices.com/solar,CPS,$0.00,80%,Run Now
9294,TopTopServices - Windows Remodel Premium - US,https://toptopservices.com/windows/?,CPA,$28.13,0%,Run Now
9293,TopTopServices - Bathroom Remodel Premium - US,https://toptopservices.com/bathroom/?,CPA,$28.13,0%,Run Now
9292,TopTopServices - Solar Premium - US,https://toptopservices.com/solar/?,CPA,$22.50,0%,Run Now
9290,Empowerly - US,https://empowerly.com/,CPS,$0.00,80%,Run Now
9287,Choose Your Education - US - (Proof Needed),https://chooseyoureducation.com/,CPA,$4.05,0%,Run Now
9284,Cliqsilver Debt - US,https://quote.cliqsilver.com/enrollment/4,CPS,$0.00,80%,Run Now
9274,USAccidentAdvocates - US - (Proof Needed),https://usaccidentadvocates.com/,CPA,$33.75,0%,Run Now
9272,EquiRates Auto Insurance - US,https://equirates.com/,CPA,$1.88,0%,Run Now
9270,AxQuotes Auto Insurance - US - (Social Only),https://suretrust.axquotes.com/lmain?slug=AutoSocialMediaDefault,CPA,$5.25,0%,Run Now
9269,"VTOMAN - US,CA",https://vtoman.com/pages/sale,CPS,$0.00,80%,Run Now
9268,VEVOR - CA,https://www.vevor.ca/best-sellers,CPS,$0.00,80%,Run Now
9266,Esaver (No Pre-Lander) - US,https://urbanstoredepot.com/es13-vamp?,CPA,$20.25,0%,Run Now
9265,Bear Grylls ZapNado Bug Zapper (Pre-Lander) - US,https://gyazo.com/d0fe80184cf599b9c9e715152aabbd32,CPA,$17.63,0%,Run Now
9263,Esaver Shark Tank (Pre-Lander) - US,https://gyazo.com/5ed968031b64ad338c5ff70c7f972a18,CPA,$24.38,0%,Run Now
9262,Tinyhood - US,https://www.tinyhood.com/courses/potty-training,CPS,$0.00,80%,Run Now
9261,Your Personal Finance Path - Loan / Debt Options - US,https://lp.yourhomeservicespath.com/?c=1670&lp=41,CPS,$0.00,80%,Run Now
9259,Online Loan Network - US,https://www.onlineloannetwork.com/,CPS,$0.00,80%,Run Now
9258,"Tax Day Loans - Request Up to $50,000? - US",https://www.taxdayloans.com/?id=VwPD7yQBeA_aO5f9jpr3GTeF9KOZNSsAZTZVTXVydDk.,CPA,$7.69,0%,Run Now
9256,YourHomesRoofPros.com - US - (Proof Needed),https://yourhomesroofpros.com/,CPS,$0.00,80%,Run Now
9255,YourHomesSolarPros.com - US - (Proof Needed),https://yourhomessolarpros.com/,CPS,$0.00,80%,Run Now
9254,HomesBathrooms.com - US - (Proof Needed),https://homesbathrooms.com/,CPS,$0.00,80%,Run Now
9253,HomesWindows.com - US - (Proof Needed),https://homeswindows.com/,CPS,$0.00,80%,Run Now
9250,My Remodel Helper Roof - US - (Proof Needed),https://myremodelhelper.com/roofing/,CPA,$13.50,0%,Run Now
9249,My Remodel Helper Windows - US - (Proof Needed),https://myremodelhelper.com/windows/,CPA,$13.50,0%,Run Now
9248,My Remodel Helper Walk in Shower - US - (Proof Needed),https://myremodelhelper.com/walk-in-showers/,CPA,$12.00,0%,Run Now
9247,My Remodel Helper Bath - US - (Proof Needed),https://myremodelhelper.com/bathroom/,CPA,$12.00,0%,Run Now
9246,BorrowMoney.us - US,https://borrowmoney.us/,CPS,$0.00,80%,Run Now
9244,My Fast Advance - Loan Request - US,https://myfastadvance.com/get-started/?cid2=730&loanAmount=500&loanReason=OTHER&creditScore=POOR,CPS,$0.00,80%,Run Now
9243,HonestLoans - US,https://www.honestloans.net/,CPS,$0.00,80%,Run Now
9242,First Family Lending - US,https://www.firstfamilylending.com/,CPS,$0.00,80%,Run Now
9241,Financial Help Finder - Get Free Guide - US,https://financialhelpfinder.com/?affid=15&subid1=PCT,CPA,$1.05,0%,Run Now
9240,Financeify - Free Credit Score Trial - US,https://www.financeify.co/?,CPA,$10.69,0%,Run Now
9239,Books2Door - US,http://www.instagram.com/books2dooruk/,CPS,$0.00,80%,Run Now
9238,Fora Financial - US,https://www.forafinancial.com/faq/,CPS,$0.00,80%,Run Now
9237,Subto - US,https://www.subto.com/join,CPS,$0.00,80%,Run Now
9236,Debt Authority - US,https://benefits-authority.com/,CPA,$0.79,0%,Run Now
9235,Hot Loans Today - US,https://www.hotloanstoday.com/,CPS,$0.00,80%,Run Now
9227,RubikLoan - US,https://www.rubikloan.com/,CPA,$7.50,0%,Run Now
9226,iCashLoans - US,https://www.icashloans.com/,CPA,$7.50,0%,Run Now
9224,Now Personal Loan - US,https://www.nowpersonalloan.com/?c=228138,CPA,$7.50,0%,Run Now
9222,Personalloans.com: Up to $35000 - US,https://personalloans.com/?aid=14062&cid=5365,CPS,$0.00,80%,Run Now
9221,SpeedyNetLoan - US,https://speedynetloan.com/,CPS,$0.00,80%,Run Now
9220,Snappy Loans: Fast Cash Loans up to $1000 - US,https://snappy.loans/,CPA,$3.75,0%,Run Now
9219,MyGiftMoney - Get Money As Fast As Tomorrow! - US,https://www.mygiftmoney.com/,CPA,$97.50,0%,Run Now
9218,MotoFunds - Need Funds to Assist with Vehicle or Motorcycle Purchase? - US,https://www.motofunds.com/,CPA,$23.63,0%,Run Now
9217,Money Pup Loans - Online Loan Application - US,https://www.moneypuploans.com/,CPA,$90.00,0%,Run Now
9216,Medical Loans 365 - Get up to $50000 Tomorrow! - US,https://www.medicalloans365.com/,CPA,$93.75,0%,Run Now
9215,HonestLoans: Personal Loans (loans up to $2500) - US,https://www.honestloans.net/,CPA,$93.75,0%,Run Now
9214,Docupop - US,https://www.docupop.com/impact/,CPA,$74.25,0%,Run Now
9213,Ka-Bahai Ambassador - US,https://www.bahaideals.com/agentsignup,CPA,$75.00,0%,Run Now
9212,Entrepreneurial Mastery MBA - US,https://entrepreneurialmasterymba.com/,CPS,$0.00,80%,Run Now
9206,World of Warships: New Player Registration - KR,https://promo.worldofwarships.asia/glows-34505/asia-ko/,CPA,$5.25,0%,Run Now
9205,World of Warships: New Player Registration - HK,https://promo.worldofwarships.asia/glows-34505/asia-zh-tw/,CPA,$4.69,0%,Run Now
9203,ResearchOnMobile - Fill Survey For Reward - RU,https://previews.looksquirrel.space/25617.png,CPA,$0.41,0%,Run Now
9202,Research Project: Consumer Survey - IN,https://engage.pulseopinion.com/landing?vid=1112,CPA,$0.21,0%,Run Now
9199,SimOptions - HK,https://www.simoptions.com/,CPS,$0.00,80%,Run Now
9198,Odinlake - HK,https://www.odinlake.com/products/odinlake-electric-standing-desk-s450,CPS,$0.00,80%,Run Now
9197,Ursime - CN,https://ursime.com/,CPS,$0.00,80%,Run Now
9196,Inyarose - CN,https://www.inyarose.com/,CPS,$0.00,80%,Run Now
9195,Xpluswear - CN,https://www.xpluswear.com/,CPS,$0.00,80%,Run Now
9194,Lightinthebox - CN,https://www.lightinthebox.com/,CPS,$0.00,80%,Run Now
9193,Miradore - US,https://www.miradore.com/plans-pricing/,CPA,$7.50,0%,Run Now
9192,WalkingPad - US,https://www.walkingpad.com/,CPS,$0.00,80%,Run Now
9191,Center for Vein Restoration - US,https://stockings.centerforvein.com/collections/the-rejuva-line,CPS,$0.00,80%,Run Now
9190,BrightPathLoans - US,https://www.brightpathloans.com/loans.html,CPA,$30.00,0%,Run Now
9189,Els Pet - HK,https://www.elspet.com/products/els-pet-spaceship-self-cleaning-litter-box-clean-bundle-copy,CPS,$0.00,80%,Run Now
9188,BOYA - CN,https://store.boyamic.com/products/boyamic2,CPS,$0.00,80%,Run Now
9187,Lilicloth - CN,https://lilicloth.com/collections/bestseller,CPS,$0.00,80%,Run Now
9186,isinwheel - CN,https://www.isinwheel.co.uk/products/circooter-electric-scooter-off-road-800w?variant=43067031650495,CPS,$0.00,80%,Run Now
9185,SmallRig - CN,https://www.smallrig.com/list/FUJIFILM-X100VI-X100V.html,CPS,$0.00,80%,Run Now
9184,Clear Credit Loans - US - (Proof Needed),https://clearcreditonline.com/?,CPS,$0.00,80%,Run Now
9173,RewardsFlow iPhone 17 - UK,https://nationalconsumercenter.co.uk/?Flow=DC367020-9794-518D-F168-07333DD6B74545A7CB06&isPrePop=true&RBC=1&lp=testimonial&reward=iphone17testi1000uk,CPA,$0.75,0%,Run Now
9172,RewardsFlow iPhone 17 - AU,https://www.rewardsgiant-au.com/?Flow=CD19AEF7-0787-A6BF-EE87-F6003A5A6E2B4A62F5AC&isPrePop=true&RBC=1&lp=testimonial&reward=iphone17testi1000au,CPA,$0.75,0%,Run Now
9170,RewardsFlow Phone 17 - CA,https://www.rewardsgiantca.com/?Flow=EF8FDE46-5100-2C79-2BD2-D9E9966A39A402406403&isPrePop=true&RBC=1&lp=testimonial&reward=iphone17testi1000ca,CPA,$0.75,0%,Run Now
9169,iPhone 17 Pro Quiz - DE,https://unibody.zauberportal.com/?PR_ID=1087&token-id=102328a404280339a1dba689b7fba5&sub-id=9243&sub-id2=&sub-id3=&sid4=,CPA,$1.20,0%,Run Now
9168,TP-Link Systems Inc. - US,https://store.omadanetworks.com/,CPS,$0.00,80%,Run Now
9167,OPPO - FR,https://opsg-test5www.wanyol.com/fr/product/oppo-half-in-ear-wired-digital-type-c-earphones.P.P1104101,CPS,$0.00,80%,Run Now
9166,TikTok Lite - BR,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically.go&referrer=af_tranid%3DQ6tlMExnAqV-8oMZBqTmQQ%26af_siteid%3D%7Birpid%7D%26af_dp%3Dsnssdk1340%253A%252F%252F%253Fug_launch_category%253Donelink%2526media_source%253Dttl_pick_affiliate%26af_sub1%3D%7Bclickid%7D%26c%3Dttl_pick_affiliate_retargettest_0714%26pid%3Dttl_pick_affiliate,CPS,$0.00,80%,Run Now
9163,WTC - US - (Proof Needed),https://www.help-injury.com/wtc/?,CPA,$750.00,0%,Run Now
9161,Depo Provera - US - (Proof Needed),https://www.help-injury.com/depo-provera/?,CPA,$900.00,0%,Run Now
9160,Hair Relaxer - US - (Proof Needed),https://help-injury.com/hair-straightener/?,CPA,$750.00,0%,Run Now
9159,MVA - US - (Proof Needed),https://intake.freecaseevaluations.com/injury.php,CPS,$0.00,80%,Run Now
9158,SSDI - US - (Proof Needed),https://intake.freecaseevaluations.com/ssdi.php,CPS,$0.00,80%,Run Now
9143,Doba.Inc - CN,https://www.doba.com/,CPS,$0.00,80%,Run Now
9142,Wegic - HK,https://wegic.ai/,CPS,$0.00,80%,Run Now
9141,Kingbull Electric Bikes - HK,https://app.impact.com/advertiser-advertiser-info/KINGBULL-TECHNOLOGY-CO-LIMITED.brand,CPS,$0.00,80%,Run Now
9140,Baby Deep Sleep - FI,https://babydeepsleep.com/en/collections/all,CPS,$0.00,80%,Run Now
9139,Hieno Affiliate program - FI,https://puzzleready.com/collections/hieno-creative,CPS,$0.00,80%,Run Now
9138,Pure Scentum Affiliate Program - FI,https://www.purescentum.com/collections/all,CPS,$0.00,80%,Run Now
9137,Smile Makers Collection - US,https://smilemakerscollection.com/pages/affiliates,CPS,$0.00,80%,Run Now
9136,Maxi-Cosi - US,https://maxicosi.com/pages/affiliate,CPS,$0.00,80%,Run Now
9135,Best Choice Products - US,https://bestchoiceproducts.com/collections/zero-gravity-series,CPS,$0.00,80%,Run Now
9134,Popilush - US,https://www.popilush.com/,CPS,$0.00,80%,Run Now
9133,$500 7-Eleven - US,https://consumerdigitalsurvey.com/?session_id=dfa012ec94a911f0a11dc6acc67c7d5d&m1=330001&m2=1091362203&m3=27361,CPA,$2.00,0%,Run Now
9132,$500 Shell Gas Gift Card - US,https://buzz-worthy-offers.com/?session_id=dc60420094a911f0b963a4acc67c7d5d&m1=330001&m2=1091362195&m3=30615&m4=b09c600fddc573f117449b3723f23d64,CPA,$2.00,0%,Run Now
9131,$500 Citibank Gift Card - US,https://consumerdigitalsurvey.com/?session_id=d8517fc694a911f0ae21a6acc67c7d5d&m1=330001&m2=1091362187&m3=29596&m4=b09c600fddc573f117449b3723f23d64,CPA,$2.00,0%,Run Now
9130,$100 Subway Gift Card - US,https://consumerdigitalsurvey.com/?session_id=b946c7ae94a811f0a5ca939094bcc7b7&rc=1&m4=b09c600fddc573f117449b3723f23d64&m2=1091362154&m3=29150&m1=330001&src=FX-289339aaa330001_1091362154_29150_adm%3A1835184%3A&config=9631,CPA,$2.00,0%,Run Now
9126,Ram Golf - UK,https://www.ramgolf.co.uk/,CPS,$0.00,80%,Run Now
9125,WinZip - US,https://www.winzip.com/en/company/affiliate/,CPS,$0.00,80%,Run Now
9124,GoMoWorld - IE,https://www.gomoworld.com/,CPS,$0.00,80%,Run Now
9123,DocuSign - DE,https://brand.docusign.com/,CPS,$0.00,80%,Run Now
9121,DHgate - CN,http://www.dhgate.com/,CPS,$0.00,80%,Run Now
9120,CapCut Affiliate Program - SG,https://www.capcut.com/activities/subscribe/,CPS,$0.00,80%,Run Now
9119,Amotopart Fairing Creator Recruitment - HK,https://amotopart.com/pages/creator-recruitment-1,CPS,$0.00,80%,Run Now
9118,JD Sports Indonesia - ID,https://jdsports.id/category/list/offers-22,CPS,$0.00,80%,Run Now
9117,Lenovo - IN,http://www.lenovo.com/in/en/d/deals,CPS,$0.00,80%,Run Now
9116,New Roofing Pros - US - (Proof Needed),https://offers.newroofingpro.com/lp2pub/?adid=9986487,CPA,$22.50,0%,Run Now
9115,Rewards Locker Gas Card $1000 - US,https://5.therewardinglocker.com/index-v4.php?utm_source=S4C_cpa&utm_medium=S4C_cpa&utm_campaign=428&pid=428&cid=238e65b704374e7e8bb41adbe2b66e8d&chk=1&oid=4595&brand=gas&amount=1000,CPA,$1.00,0%,Run Now
9114,Rewards Locker Amazon $500 - US,https://bcd.therewardinglocker.com/?utm_source=S4C_cpa&utm_medium=S4C_cpa&utm_campaign=428&pid=428&cid=f41010e4c9b1440fb9ae69048c5ec057&chk=1&oid=5681&brand=amazon&amount=500&version=v7,CPA,$1.00,0%,Run Now
9112,Barse Jewelry - US,https://www.barse.com/discount/FALL15,CPS,$0.00,80%,Run Now
9111,ResearchOnMobile - Fill Survey For Reward - TW,https://previews.looksquirrel.space/25592.png,CPA,$0.39,0%,Run Now
9110,ResearchOnMobile - Fill Survey For Reward - TH,https://previews.looksquirrel.space/25635.png,CPA,$0.20,0%,Run Now
9109,ResearchOnMobile - Fill Survey For Reward - MY,https://previews.looksquirrel.space/25637.png,CPA,$0.20,0%,Run Now
9108,ResearchOnMobile - Fill Survey For Reward - JP,https://previews.looksquirrel.space/25641.png,CPA,$0.42,0%,Run Now
9107,ResearchOnMobile - Fill Survey For Reward - HK,https://previews.looksquirrel.space/25593.png,CPA,$0.41,0%,Run Now
9106,ResearchOnMobile - Fill Survey For Reward - CN,https://previews.looksquirrel.space/25594.png,CPA,$0.25,0%,Run Now
9105,"World of Warships: New Player Registration - BR,MY,PH,TR",https://promo.worldofwarships.com/glows-34505/na-en/,CPA,$0.27,0%,Run Now
9104,"Pagazani Rewarded Panel - CN,HK,JP",https://www.pagazani.com/,CPA,$0.64,0%,Run Now
9103,"ShutEye®: Sleep Tracker, Sound - SG",https://apps.apple.com/us/app/shuteye-sleep-tracker-sound/id1490078804,CPS,$0.00,80%,Run Now
9102,Me+ Daily Routine Planner - SG,https://apps.apple.com/us/app/me-lifestyle-routine/id1596403446,CPS,$0.00,80%,Run Now
9100,eufyMake - CN,https://www.eufymake.com/,CPS,$0.00,80%,Run Now
9099,Ancheer - HK,https://www.ancheer.shop/,CPS,$0.00,80%,Run Now
9098,$750 Zelle Gift Card - US,https://consumerdigitalsurveys.com/?session_id=bc3f036689b511f09aeddf1a94bcc7b7&m1=724087&m%E2%80%A6,CPA,$1.90,0%,Run Now
9095,PromeAI - HK,https://www.promeai.pro/interior-design-transformation,CPS,$0.00,80%,Run Now
9094,MyStartHealth - US,https://www.mystarthealth.com/wellness/weightloss/2411/o12a/,CPA,$150.00,0%,Run Now
9092,CogniFit - US,https://www.cognifit.com/cognifit/purchase/special-offer/code/christmas?utm_source=enpromotion&utm_medium=impact&utm_campaign=en_happyholidays_b2c_2024&utm_id=december,CPS,$0.00,80%,Run Now
9091,Bailey's CBD For Pets - US,https://baileyscbd.com/,CPS,$0.00,80%,Run Now
9090,Foundr - AU,https://foundr.com/pages/membership,CPS,$0.00,80%,Run Now
9089,TikTok Lite - US,https://play.google.com/store/apps/details?id=com.zhiliaoapp.musically.go&hl=en,CPA,$0.73,0%,Run Now
9088,TikTok - US,https://tiktok.pxf.io/kOQmzL?SubId1=%7Btransaction_id%7D&SharedId=%7Baffiliate_id%7D,CPA,$2.25,0%,Run Now
9087,SoFi - Credit Insights - US,https://refer.sofi.com/c/1194115/1219609/11190,CPA,$2.39,0%,Run Now
9086,"TikiTaka - AT,UK,BE,NL,NO,FI,IT,FR,ES,HU,AU,NZ,HR,SK,SI,QA,KW,SA,GR,CZ",https://tikitaka.com/,CPA,$39.00,0%,Run Now
9085,"CaZeus - AT,BE,CL,HR,CZ,HU,IT,KW,NL,NZ,NO,QA,SA,SK,SI,ES,CH",https://cazeus.com/,CPA,$39.00,0%,Run Now
9078,TruSkin - US,https://truskin.com/collections/products,CPS,$0.00,80%,Run Now
9076,"Titan Transform - Nutra - US,CA,AU,BE,CH,DE,DK,FI,FR,UK,IT,LU,NL,NO,SE,SG",https://warriorrecharge.com/b/report.php?aff_id=23&sessid=sta921756232790&subid2=fa63775ef9854ec29193e706b91c97fc&subid=2&subid3=10813_sessid20250826182646965&subid4=&subid5=&sub5=,CPA,$110.00,0%,Run Now
9075,"Brain Savior - Nutra - US,CA,NZ,AU,UK",https://www.mindboostingtips.com/,CPA,$100.00,0%,Run Now
9074,"Gluco Armor  - Nutra - US,CA,AU,BE,CH,DE,DK,FI,FR,GB,IT,LU,NL,NO,SE,SG",https://glycosafe.com/b/report.php,CPA,$115.00,0%,Run Now
9073,"Tinnitrol MW - Nutra - US,CA,AU,BE,CH,DE,DK,FI,FR,GB,IT,LU,NL,NO,SE,SG",https://audivive.com/b/report.php,CPA,$100.00,0%,Run Now
9072,"Sciaticyl - Nutra - US,CA,UK,IE,AU,NZ",https://www.sciaticasupport.com/pages/ss1/index.php,CPA,$105.00,0%,Run Now
9071,Trimology - Nutra - All Countries,https://trimologyweight.com/?aff_id=23&subid2=11514_sessid2025082616521022&subid=12071,CPA,$90.00,0%,Run Now
9070,Alphacur Sciatica - Nutra - US,https://bg.alphacur.com/vsl/,CPA,$125.00,0%,Run Now
9067,Unicoeye - HK,https://www.unicoeye.com/pages/unwrap-the-magic-of-christmas,CPS,$0.00,80%,Run Now
9066,VEED - UK,https://www.veed.io/pricing,CPS,$0.00,80%,Run Now
9065,Health Insurance Quotes - Fast Free & Easy - US,https://yourinsurancepath.com/health-z/,CPS,$0.00,80%,Run Now
9064,HalloweenCostumes.com - Adult & Kid Costumes - US,https://www.halloweencostumes.com/,CPS,$0.00,80%,Run Now
9063,Halftee - Layering for Every Body - US,https://halftee.com/,CPS,$0.00,80%,Run Now
9062,GunsInternational.com - Gun Classifieds The Easy Way! - US,https://www.gunsinternational.com/sell-guns-online/registration.cfm,CPA,$0.54,0%,Run Now
9061,Groundluxe - Luxurious Organic Grounding Sheets - US,https://groundluxe.com/,CPS,$0.00,80%,Run Now
9060,Grand Patio - Fashion Your Outdoor Experience - US,https://www.grandpatio.com/,CPS,$0.00,80%,Run Now
9059,Trendndaily Win a Gift Card - US - (Push Only),https://2527.efuserassets.com/2527/offers/3458/thumb/giftcard.png,CPA,$1.35,0%,Run Now
9058,Trendndaily Win a 1k$ Cashapp - US - (Push Only),https://2527.efuserassets.com/2527/offers/3457/thumb/csahapp.png,CPA,$1.35,0%,Run Now
9057,Trendndaily 1000$ Walmart - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3709/thumb/walmart.png,CPA,$1.35,0%,Run Now
9056,Trendndaily - Win a Gift Card - US - (Push Only),https://2527.efuserassets.com/2527/offers/3458/thumb/giftcard.png,CPA,$1.35,0%,Run Now
9055,Trendndaily - Win a Gift Box - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3490/thumb/gift.png,CPA,$1.35,0%,Run Now
9054,Trendndaily - Win a Gift Bag - US - (SMS Only),https://2527.efuserassets.com/2527/offers/3491/thumb/bag.png,CPA,$1.35,0%,Run Now
